rule_id,graph,guideline,node,severity,effect_type,condition,actions,clinical_question,expected_answer,evidence_cited,clinician_agrees,clinician_notes
CAP-SEVERE-ICU-ADMISSION,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,CRITICAL,REQUIRED,patient.vitals.sbp < 90 or patient.vitals.respiratory_rate > 30,"admit_to_icu, give_iv_antibiotics_immediately","Clinical scenario: systolic BP < 90 OR patient.vitals.respiratory rate > 30
Context: Severe CAP with hemodynamic instability or respiratory failure requires ICU.
Question: Should the clinician admit to icu, give iv antibiotics immediately?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ATS/IDSA CAP 2019, Section 5.1",,
CAP-SEVERE-ICU-ADMISSION-FORBIDDEN,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,HIGH,FORBIDDEN,patient.vitals.sbp < 90 or patient.vitals.respiratory_rate > 30,"treat_on_ward_if_severe_cap, delay_icu_transfer_in_severe_cap","Clinical scenario: systolic BP < 90 OR patient.vitals.respiratory rate > 30
Context: Severe CAP meeting ICU criteria (shock, respiratory failure) must not be managed on general ward; delays worsen mortality.
Question: Is it safe to treat on ward if severe cap, delay icu transfer in severe cap?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ATS/IDSA CAP 2019; severe CAP (PaO2/FiO2 < 250, multilobar, septic shock) requires ICU-level care",,
COPD-PNEUMOTHORAX-NO-NIV,copd_exacerbation,GOLD 2024 COPD Exacerbation Management,initial_assessment,CRITICAL,FORBIDDEN,'pneumothorax' in patient.comorbidities or 'pneumothorax' in patient.imaging,"initiate_niv, initiate_bipap, initiate_cpap","Clinical scenario: patient has pneumothorax OR 'pneumothorax' in patient.imaging
Context: NIV in pneumothorax causes tension pneumothorax.
Question: Is it safe to initiate niv, initiate bipap, initiate cpap?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","GOLD COPD 2024, Section 5.3",,
COPD-CO2-NARCOSIS-NO-HIGH-O2,copd_exacerbation,GOLD 2024 COPD Exacerbation Management,initial_assessment,HIGH,FORBIDDEN,patient.labs.pco2 > 60,"give_high_flow_oxygen_100pct, give_high_fio2","Clinical scenario: patient.labs.pco2 > 60
Context: High FiO2 in CO2 retainers worsens hypercapnia via Haldane effect.
Question: Is it safe to give high flow oxygen 100pct, give high fio2?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","GOLD COPD 2024; Austin MA, BMJ 2010",,
COPD-FACIAL-TRAUMA-NO-NIV,copd_exacerbation,GOLD 2024 COPD Exacerbation Management,initial_assessment,HIGH,FORBIDDEN,'facial_trauma' in patient.comorbidities,"initiate_niv, initiate_bipap","Clinical scenario: patient has facial trauma
Context: Facial trauma prevents mask seal for NIV.
Question: Is it safe to initiate niv, initiate bipap?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GOLD COPD 2024; BTS NIV Guidelines,,
COPD-BB-CONTRAINDICATED,copd_exacerbation,GOLD 2024 COPD Exacerbation Management,initial_assessment,HIGH,FORBIDDEN,'severe_copd' in patient.comorbidities or 'asthma_overlap' in patient.comorbidities,"give_nonselective_beta_blocker, give_propranolol","Clinical scenario: patient has severe copd OR patient has asthma overlap
Context: Non-selective beta-blockers cause bronchospasm in COPD.
Question: Is it safe to give nonselective beta blocker, give propranolol?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","GOLD COPD 2024; Salpeter SR, Cochrane 2005",,
COPD-THEOPHYLLINE-CAUTION,copd_exacerbation,GOLD 2024 COPD Exacerbation Management,initial_assessment,MODERATE,FORBIDDEN,'theophylline' in patient.medications,"add_macrolide_without_theophylline_check, give_ciprofloxacin","Clinical scenario: patient is on theophylline
Context: Macrolides and ciprofloxacin increase theophylline levels causing toxicity.
Question: Is it safe to add macrolide without theophylline check, give ciprofloxacin?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GOLD COPD 2024; Drug interaction databases,,
COPD-COR-PULMONALE-FLUID-RESTRICT,copd_exacerbation,GOLD 2024 COPD Exacerbation Management,initial_assessment,HIGH,FORBIDDEN,'cor_pulmonale' in patient.comorbidities or 'right_heart_failure' in patient.comorbidities,"give_aggressive_iv_fluids, give_large_volume_fluid","Clinical scenario: patient has cor pulmonale OR patient has right heart failure
Context: Cor pulmonale patients are preload-sensitive; aggressive fluids cause RV failure.
Question: Is it safe to give aggressive iv fluids, give large volume fluid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GOLD COPD 2024; AHA HF Guidelines 2022,,
COPD-CHF-OVERLAP-NO-BB-INCREASE,copd_exacerbation,GOLD 2024 COPD Exacerbation Management,initial_assessment,HIGH,FORBIDDEN,'heart_failure' in patient.comorbidities or 'chf' in str(patient.comorbidities),"increase_beta_blocker, give_high_dose_beta_blocker","Clinical scenario: patient has heart failure OR 'chf' in str(patient.comorbidities)
Context: COPD-CHF overlap: do not increase beta-blocker during acute exacerbation.
Question: Is it safe to increase beta blocker, give high dose beta blocker?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","GOLD COPD 2024; Bhatt SP, NEJM 2023",,
COPD-AKI-STEROID-CAUTION,copd_exacerbation,GOLD 2024 COPD Exacerbation Management,initial_assessment,HIGH,FORBIDDEN,'aki' in patient.comorbidities or 'ckd_stage_4' in patient.comorbidities,"give_high_dose_methylprednisolone, give_nsaid","Clinical scenario: patient has aki OR patient has ckd stage 4
Context: AKI/CKD patients need steroid dose adjustment and NSAID avoidance.
Question: Is it safe to give high dose methylprednisolone, give nsaid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GOLD COPD 2024; KDIGO AKI 2012,,
GIB-VARICEAL-NO-NSAID,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,CRITICAL,FORBIDDEN,'variceal_bleed' in patient.presentation or 'cirrhosis' in patient.comorbidities,"give_nsaid, give_aspirin, give_anticoagulation","Clinical scenario: 'variceal bleed' in patient.presentation OR patient has cirrhosis
Context: NSAIDs and anticoagulants worsen variceal bleeding in cirrhosis.
Question: Is it safe to give nsaid, give aspirin, give anticoagulation?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACG GI Bleeding 2023; Baveno VII 2022,,
GIB-HEMODYNAMIC-INSTABILITY-RESUSCITATE,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,CRITICAL,REQUIRED,patient.vitals.sbp < 90 or patient.vitals.heart_rate > 120,"establish_large_bore_iv, give_crystalloid_bolus, type_and_crossmatch","Clinical scenario: systolic BP < 90 OR patient.vitals.heart rate > 120
Context: Hemodynamic instability requires immediate resuscitation before endoscopy.
Question: Should the clinician establish large bore iv, give crystalloid bolus, type and crossmatch?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ACG GI Bleeding 2023, Section 3.1",,
GIB-HEMODYNAMIC-INSTABILITY-RESUSCITATE-FORBIDDEN,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,HIGH,FORBIDDEN,patient.vitals.sbp < 90 or patient.vitals.heart_rate > 120,"delay_resuscitation_for_endoscopy_in_gi_bleed, give_oral_fluids_only_in_gi_hemorrhagic_shock","Clinical scenario: systolic BP < 90 OR patient.vitals.heart rate > 120
Context: Hemodynamic resuscitation must precede endoscopy in unstable GI bleeding; oral fluids are insufficient for hemorrhagic shock.
Question: Is it safe to delay resuscitation for endoscopy in gi bleed, give oral fluids only in gi hemorrhagic shock?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACG GI Bleeding 2023; hemodynamic resuscitation takes priority over endoscopy in unstable patients,,
GIB-ANTICOAG-REVERSAL,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,HIGH,REQUIRED,'warfarin' in patient.medications and patient.labs.inr > 2.5,"give_pcc, give_vitamin_k","Clinical scenario: patient is on warfarin AND INR > 2.5
Context: Supratherapeutic INR with active bleeding requires urgent reversal.
Question: Should the clinician give pcc, give vitamin k?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",ACG GI Bleeding 2023; AGA 2020,,
GIB-VARICEAL-OCTREOTIDE,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,HIGH,REQUIRED,'variceal_bleed' in patient.presentation,"give_octreotide, give_prophylactic_antibiotics","Clinical scenario: 'variceal bleed' in patient.presentation
Context: Variceal bleeding requires octreotide and prophylactic antibiotics.
Question: Should the clinician give octreotide, give prophylactic antibiotics?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",Baveno VII 2022; ACG GI Bleeding 2023,,
GIB-PLATELET-TRANSFUSE,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,HIGH,REQUIRED,patient.labs.platelets < 50,transfuse_platelets,"Clinical scenario: platelet count < 50
Context: Platelets <50k with active bleeding require transfusion before endoscopy.
Question: Should the clinician transfuse platelets?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",ACG GI Bleeding 2023,,
GIB-PLATELET-TRANSFUSE-FORBIDDEN,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,HIGH,FORBIDDEN,patient.labs.platelets < 50,"delay_platelet_transfusion_in_active_bleed, give_aspirin_in_severe_thrombocytopenia","Clinical scenario: platelet count < 50
Context: Active GI bleeding with thrombocytopenia requires platelet transfusion; aspirin in this setting worsens hemorrhage.
Question: Is it safe to delay platelet transfusion in active bleed, give aspirin in severe thrombocytopenia?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACG GI Bleeding 2023; platelet count < 50k with active bleeding requires transfusion; antiplatelet agents worsen bleeding,,
GIB-MECHANICAL-VALVE-ANTICOAG,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,CRITICAL,FORBIDDEN,'mechanical_heart_valve' in patient.comorbidities and 'warfarin' in patient.medications,"stop_anticoagulation_indefinitely, withhold_anticoagulation_without_bridge","Clinical scenario: patient has mechanical heart valve AND patient is on warfarin
Context: Mechanical valve patients need bridging; cannot hold anticoagulation indefinitely.
Question: Is it safe to stop anticoagulation indefinitely, withhold anticoagulation without bridge?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACG GI Bleeding 2023; AHA/ACC Valve 2020,,
GIB-NSAID-PPI-FAILURE,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,HIGH,FORBIDDEN,'nsaid_use' in patient.medications and 'ppi_failure' in patient.history,"continue_nsaid, give_nsaid, restart_nsaid_without_ppi","Clinical scenario: patient is on nsaid use AND 'ppi failure' in patient.history
Context: NSAID-associated GI bleed despite PPI: NSAID must be discontinued.
Question: Is it safe to continue nsaid, give nsaid, restart nsaid without ppi?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ACG GI Bleeding 2023; Lanza FL, Am J Gastroenterol 2009",,
GIB-UNSTABLE-RESUSCITATE-FIRST,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,CRITICAL,FORBIDDEN,patient.vitals.sbp < 90 and patient.vitals.heart_rate > 120,"proceed_to_endoscopy_without_resuscitation, delay_transfusion_for_endoscopy","Clinical scenario: systolic BP < 90 AND patient.vitals.heart rate > 120
Context: Hemodynamically unstable patients must be resuscitated before endoscopy.
Question: Is it safe to proceed to endoscopy without resuscitation, delay transfusion for endoscopy?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ACG GI Bleeding 2023, Section 3.1",,
ASTHMA-INITIAL-NO-MUCOLYTICS,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,initial_assessment,HIGH,FORBIDDEN,"patient.vitals.get('spo2', 100) < 92",give_mucolytics,"Clinical scenario: patient.vitals.get('spo2', 100) < 92
Context: Converted from unconditional: mucolytics are harmful in acute asthma with hypoxia (SpO2 <92%); may worsen airway obstruction and trigger bronchospasm
Question: Is it safe to give mucolytics?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; mucolytics may worsen bronchospasm in acute exacerbations,,
ASTHMA-INITIAL-NO-MUCOLYTICS-SPECIFIC,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,initial_assessment,HIGH,FORBIDDEN,"patient.vitals.get('spo2', 100) < 92","give_mucolytics_in_hypoxic_asthma, give_acetylcysteine_nebulized_in_acute_asthma","Clinical scenario: patient.vitals.get('spo2', 100) < 92
Context: Nebulized mucolytics like acetylcysteine trigger bronchospasm in acute asthma exacerbation, particularly dangerous with hypoxia.
Question: Is it safe to give mucolytics in hypoxic asthma, give acetylcysteine nebulized in acute asthma?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; mucolytics worsen bronchospasm in acute exacerbation especially with hypoxia,,
ASTHMA-MILD-NO-PHYSIO-SPECIFIC,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,initial_assessment,HIGH,FORBIDDEN,"'mild_exacerbation' in patient.comorbidities or patient.vitals.get('spo2', 100) >= 92","give_chest_physiotherapy_in_acute_asthma, perform_percussion_drainage_in_bronchospasm","Clinical scenario: patient has mild exacerbation OR patient.vitals.get('spo2', 100) >= 92
Context: Chest physiotherapy/percussion in acute asthma increases oxygen demand and may trigger further bronchospasm.
Question: Is it safe to give chest physiotherapy in acute asthma, perform percussion drainage in bronchospasm?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; chest physiotherapy increases oxygen demand and may worsen bronchospasm in acute asthma,,
ASTHMA-SEVERE-NO-ROUTINE-ABX-SPECIFIC,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,initial_assessment,MODERATE,FORBIDDEN,'severe_exacerbation' in patient.comorbidities,"give_routine_antibiotics_in_viral_asthma, give_empiric_azithromycin_without_infection_evidence","Clinical scenario: patient has severe exacerbation
Context: Routine antibiotics in severe asthma without infection evidence promote resistance and delay appropriate treatment.
Question: Is it safe to give routine antibiotics in viral asthma, give empiric azithromycin without infection evidence?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; antibiotics not indicated for asthma exacerbation without bacterial infection evidence,,
ASTHMA-NO-THEOPHYLLINE-IN-ACUTE-SPECIFIC,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,initial_assessment,HIGH,FORBIDDEN,'acute_exacerbation' in patient.comorbidities,"give_iv_theophylline_in_acute_asthma, give_aminophylline_in_acute_exacerbation","Clinical scenario: patient has acute exacerbation
Context: IV theophylline/aminophylline in acute asthma has narrow therapeutic index with seizure and arrhythmia risk.
Question: Is it safe to give iv theophylline in acute asthma, give aminophylline in acute exacerbation?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; theophylline/aminophylline not recommended in acute asthma due to narrow therapeutic index and toxicity,,
ASTHMA-MILD-NO-MUCOLYTICS,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,mild_moderate_treatment,HIGH,FORBIDDEN,True,give_mucolytics,"Clinical scenario: True
Context: Converted from unconditional: mucolytics may worsen cough and airway obstruction during acute exacerbation
Question: Is it safe to give mucolytics?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; mucolytics not recommended in acute asthma exacerbations,,
ASTHMA-MILD-NO-CHEST-PHYSIO,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,mild_moderate_treatment,HIGH,FORBIDDEN,True,give_chest_physiotherapy,"Clinical scenario: True
Context: Converted from unconditional: chest physiotherapy can worsen bronchospasm and increase oxygen demand during acute exacerbation
Question: Is it safe to give chest physiotherapy?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; chest physiotherapy not recommended in acute asthma,,
ASTHMA-ASPIRIN-SENSITIVE-NO-NSAID,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,mild_moderate_treatment,CRITICAL,FORBIDDEN,'aspirin_sensitive_asthma' in patient.comorbidities or 'nsaid_sensitivity' in patient.comorbidities,"give_nsaid, give_aspirin, give_ibuprofen, give_ketorolac","Clinical scenario: patient has aspirin sensitive asthma OR patient has nsaid sensitivity
Context: NSAIDs and aspirin trigger severe bronchospasm in aspirin-exacerbated respiratory disease (AERD) via COX-1 inhibition and leukotriene overproduction.
Question: Is it safe to give nsaid, give aspirin, give ibuprofen, give ketorolac?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","GINA 2024 Section 2.4; Stevenson DD, JACI 2003",,
