macro_name,file,value,category,recompute_phase,notes
\tierSPassCTwo,evidence_pack/tier_s/tier_s_macros.tex,33.6,B,Phase 2,verdict-dependent (ctwo)
\tierSFACTwo,evidence_pack/tier_s/tier_s_macros.tex,13.1,B,Phase 3,verdict-dependent (fa)
\tierSBsrCTwo,evidence_pack/tier_s/tier_s_macros.tex,0.4457,B,Phase 2,verdict-dependent (ctwo)
\tierSPassCGA,evidence_pack/tier_s/tier_s_macros.tex,52.1,B,Phase 2,verdict-dependent (cga)
\tierSFACGA,evidence_pack/tier_s/tier_s_macros.tex,0.0,B,Phase 3,verdict-dependent (fa)
\tierSBsrCGA,evidence_pack/tier_s/tier_s_macros.tex,0.0,B,Phase 2,verdict-dependent (cga)
\tierSFullStrictFA,evidence_pack/tier_s/tier_s_macros.tex,10.7,B,Phase 3,verdict-dependent (fa)
\tierSFullFlipRate,evidence_pack/tier_s/tier_s_macros.tex,83.5,B,Phase 3,verdict-dependent (flip)
\tierSFullEtaTwo,evidence_pack/tier_s/tier_s_macros.tex,0.0725,B,Phase 3,verdict-dependent (eta)
\tierSFullRatio,evidence_pack/tier_s/tier_s_macros.tex,1.4,B,Phase 3,verdict-dependent (tier)
